Q50017,R277156
Q88948,R459605
Q88949,R466983
Q88952,R966438
Q88954,R055934
Q88955,R791598
Q88956,R289928
Q88958,R536156
Q88960,R480509
Q88971,R834875
Q88973,R545260
Q88975,R348667
Q88982,R447289
Q88984,R187021
Q88990,R338615
Q88997,R300797
Q89007,R178958
Q89010,R201348
Q89014,R434086
Q89016,R839885
Q89019,R835315
Q89021,R256997
Q89025,R838985
Q89034,R101427
Q89036,R957341
Q89040,R325417
Q89043,R771829
Q89047,R281793
Q89050,R342812
Q89052,R656049
Q89055,R994397
Q89059,R635965
Q89061,R822014
Q89064,R406587
Q89065,R761099
Q89079,R275965
Q89082,R968311
Q89084,R747514
Q89088,R402202
Q89097,R442346
Q89099,R099093
Q89103,R592751
Q89105,R231808
Q89107,R060001
Q89110,R330232
Q89124,R799353
Q89134,R773725
Q89135,R214223
Q89138,R285286
Q89140,R055520
Q89141,R688563
Q89147,R775865
Q89149,R014769
Q89159,R907264
Q89164,R951134
Q89169,R614805
Q89171,R483879
Q89177,R296560
Q89178,R263265
Q89179,R934236
Q89181,R535610
Q89182,R843602
Q89194,R650321
Q89195,R489733
Q89201,R038410
Q89225,R854771
Q89227,R503508
Q89233,R383005
Q89238,R320473
Q89242,R321327
Q89247,R203599
Q89250,R748399
Q89254,R023868
Q89258,R675080
Q89262,R369057
Q89276,R295922
Q89282,R973869
Q89284,R553639
Q89289,R163522
Q89295,R377028
Q89297,R547093
Q89301,R198507
Q89303,R415100
Q89307,R241082
Q89309,R228885
Q89314,R409295
Q89316,R450205
Q89319,R983265
Q89324,R576394
Q89331,R835346
Q89337,R010308
Q89339,R771237
Q89341,R105870
Q89343,R530552
Q89344,R055445
Q89349,R396942
Q89351,R530338
Q89355,R740808
Q89357,R547395
Q89363,R140189
Q89364,R622222
Q89370,R329363
Q89376,R060333
Q89381,R410450
Q89383,R228854
Q89388,R708603
Q89396,R438698
Q89399,R786095
Q89418,R563206
Q89419,R049395
Q89422,R027292
Q89430,R378945
Q89432,R028563
Q89435,R778011
Q89439,R470202
Q89444,R858645
Q89447,R738773
Q89451,R190638
Q89457,R170696
Q89462,R893154
Q89463,R236734
Q89466,R324904
Q89467,R123808
Q89472,R659218
Q89477,R562015
Q89479,R612965
Q89481,R422061
Q89483,R053086
Q89492,R790137
Q89494,R005760
Q89495,R058462
Q89506,R607019
Q89509,R806653
Q89515,R425257
Q89523,R713043
Q89530,R319429
Q89532,R535215
Q89541,R395197
Q89545,R244023
Q89552,R951632
Q89555,R874505
Q89565,R436537
Q89573,R091000
Q89589,R619457
Q89594,R504154
Q89595,R706366
Q89597,R253279
Q89606,R236124
Q89613,R285655
Q89629,R518626
Q89631,R534745
Q89638,R218561
Q89650,R077433
Q89652,R728510
Q89657,R777373
Q89659,R917557
Q89666,R297851
Q89672,R100658
Q89683,R878228
Q89684,R078294
Q89686,R148866
Q89689,R005179
Q89690,R014843
Q89691,R720869
Q89693,R261331
Q89699,R183236
Q89702,R718529
Q89703,R851552
Q89707,R552370
Q89718,R976589
Q89731,R372017
Q89734,R689283
Q89736,R986601
Q89738,R397631
Q89743,R655835
Q89749,R351076
Q89756,R120139
Q89760,R713310
Q89769,R018082
Q89770,R157980
Q89772,R295204
Q89781,R311984
Q89797,R445183
Q89802,R278515
Q89803,R396975
Q89809,R797975
Q89810,R818400
Q89818,R454645
Q89821,R200170
Q89827,R427545
Q89831,R360590
Q89838,R622518
Q89846,R218400
Q89854,R846911
Q89860,R783438
Q89862,R624960
Q89863,R368782
Q89866,R376456
Q89876,R413458
Q89879,R271312
Q89884,R462525
Q89885,R986521
Q89887,R995324
Q89889,R714644
Q89891,R092542
Q89902,R616249
Q89905,R711017
Q89908,R627841
Q89918,R665932
Q89920,R972767
Q89921,R525504
Q89929,R655868
Q89930,R931193
Q89934,R018428
Q89936,R267201
Q89939,R414814
Q89945,R010999
Q89948,R685225
Q89949,R743936
Q89950,R552887
Q89961,R783781
Q89964,R209316
Q89965,R899991
Q89967,R775165
Q89974,R976710
Q89975,R509816
Q89979,R228610
Q89981,R233923
Q89984,R334533
Q89989,R731565
Q89995,R056524
Q89997,R673871
Q90002,R413689
Q90003,R465012
Q90009,R261328
Q90011,R832029
Q90012,R822420
Q90021,R396962
Q90022,R167027
Q90032,R919940
Q90033,R850129
Q90047,R114237
Q90051,R923866
Q90057,R097638
Q90067,R096055
Q90082,R975503
Q90097,R397437
Q90103,R820030
Q90105,R675397
Q90111,R759743
Q90114,R828362
Q90116,R761950
Q90119,R415145
Q90121,R814181
Q90125,R680047
Q90145,R002824
Q90146,R886767
Q90152,R221054
Q90156,R176963
Q90179,R919197
Q90184,R586369
Q90187,R793916
Q90193,R575005
Q90195,R630179
Q90205,R636895
Q90207,R215578
Q90212,R524164
Q90216,R676858
Q90222,R639157
Q90228,R681302
Q90244,R437513
Q90245,R154779
Q90248,R329586
Q90253,R716048
Q90256,R159689
Q90259,R662773
Q90265,R783530
Q90284,R801819
Q90287,R185594
Q90295,R920289
Q90296,R325747
Q90306,R168330
Q90330,R329975
Q90336,R585718
Q90337,R574474
Q90339,R745429
Q90351,R436166
Q90361,R096866
Q90364,R961502
Q90374,R087569
Q90377,R229325
Q90382,R050002
Q90386,R232263
Q90389,R199998
Q90402,R037163
Q90405,R810297
Q90416,R233825
Q90420,R281602
Q90439,R150978
Q90440,R872847
Q90444,R549759
Q90449,R967671
Q90450,R684341
Q90452,R673759
Q90453,R729920
Q90458,R047261
Q90464,R333942
Q90467,R251120
Q90472,R035173
Q90473,R712088
Q90493,R419161
Q90496,R880679
Q90505,R269034
Q90515,R748648
Q90528,R795127
Q90529,R572272
Q90538,R334528
Q90546,R643972
Q90548,R216853
Q90549,R275769
Q90555,R003715
Q90558,R083143
Q90559,R832801
Q90565,R657007
Q90571,R596427
Q90587,R685668
Q90588,R541516
Q90601,R988252
Q90602,R402731
Q90609,R750987
Q90615,R893695
Q90616,R450608
Q90620,R007410
Q90622,R885197
Q90625,R254535
Q90630,R883272
Q90652,R137394
Q90655,R874891
Q90662,R186983
Q90672,R307727
Q90674,R970096
Q90675,R881235
Q90684,R236395
Q90688,R183047
Q90691,R553751
Q90692,R821875
Q90697,R334617
Q90700,R768235
Q90706,R058493
Q90710,R198542
Q90719,R335216
Q90721,R686024
Q90722,R678446
Q90723,R463855
Q90730,R193547
Q90734,R996030
Q90735,R419306
Q90736,R360729
Q90749,R801102
Q90750,R536153
Q90768,R814402
Q90772,R234240
Q90773,R621177
Q90775,R113505
Q90792,R159287
Q90800,R956800
Q90816,R631471
Q90817,R719837
Q90823,R892744
Q90836,R516063
Q90840,R310218
Q90846,R497915
Q90847,R464076
Q90848,R311772
Q90849,R203018
Q90853,R345055
Q90857,R645139
Q90858,R855475
Q90870,R050945
Q90873,R070635
Q90875,R407440
Q90880,R927073
Q90881,R219505
Q90884,R735444
Q90887,R788106
Q90890,R993598
Q90891,R322498
Q90899,R040729
Q90900,R076843
Q90901,R527955
Q90907,R944153
Q90912,R757476
Q90918,R560543
Q90923,R618582
Q90930,R409824
Q90936,R545895
Q90948,R747039
Q90953,R151747
Q90954,R032809
Q90955,R030136
Q90957,R047527
Q90958,R908678
Q90972,R535265
Q90987,R382615
Q90994,R297232
Q91000,R895277
Q91004,R896156
Q91005,R829353
Q91010,R714337
Q91011,R411778
Q91013,R588640
Q91017,R256127
Q91018,R677464
Q91021,R884620
Q91022,R182716
Q91025,R598861
Q91037,R877152
Q91045,R007056
Q91053,R854584
Q91069,R710896
Q91075,R158749
Q91077,R588986
Q91085,R716789
Q91093,R039407
Q91098,R273956
Q91100,R843794
Q91101,R170366
Q91104,R003036
Q91105,R797976
Q91112,R225492
Q91114,R127568
Q91115,R740627
Q91121,R611909
Q91122,R517531
Q91127,R604351
Q91137,R194104
Q91138,R050644
Q91143,R219975
Q91144,R123288
Q91155,R341320
Q91157,R761512
Q91159,R938936
Q91168,R783278
Q91170,R121949
Q91172,R920649
Q91176,R884795
Q91178,R929122
Q91185,R129062
Q91186,R649406
Q91188,R098028
Q91189,R767207
Q91196,R187073
Q91207,R267251
Q91208,R836653
Q91211,R139708
Q91212,R381370
Q91215,R749769
Q91229,R278731
Q91231,R149103
Q91233,R484278
Q91241,R424974
Q91248,R169591
Q91253,R197325
Q91256,R873038
Q91257,R949007
Q91268,R063677
Q91269,R564209
Q91270,R785564
Q91272,R119213
Q91276,R731123
Q91278,R800188
Q91293,R291963
Q91297,R836371
Q91298,R229303
Q91299,R513436
Q91300,R871705
Q91301,R718381
Q91304,R665535
Q91310,R783183
Q91313,R283638
Q91314,R979746
Q91320,R693850
Q91336,R832625
Q91340,R789724
Q91346,R488040
Q91349,R554564
Q91350,R362803
Q91351,R108726
Q91354,R418771
Q91357,R481253
Q91361,R253230
Q91362,R014784
Q91364,R010400
Q91368,R506300
Q91369,R800401
Q91370,R792926
Q91389,R730218
Q91392,R946915
Q91397,R986692
Q91398,R304531
Q91401,R847481
Q91404,R643530
Q91418,R311236
Q91428,R992224
Q91431,R925045
Q91438,R596530
Q91441,R766319
Q91448,R668539
Q91453,R850546
Q91458,R886200
Q91459,R049386
Q91460,R693197
Q91473,R796655
Q91475,R160669
Q91483,R777304
Q91486,R230732
Q91492,R489193
Q91503,R316144
Q91504,R249142
Q91514,R208802
Q91516,R593198
Q91526,R321064
Q91529,R864248
Q91534,R549838
Q91536,R627430
Q91546,R386135
Q91549,R954367
Q91551,R561086
Q91554,R159313
Q91555,R684545
Q91568,R696829
Q91570,R079332
Q91583,R474376
Q91585,R988001
Q91591,R488245
Q91604,R276916
Q91610,R500278
Q91613,R421151
Q91619,R304361
Q91621,R837295
Q91623,R611158
Q91635,R152078
Q91636,R369348
Q91638,R659726
Q91639,R088546
Q91640,R540757
Q91642,R688604
Q91644,R988472
Q91652,R932945
Q91661,R181601
Q91666,R906365
Q91667,R549712
Q91682,R307691
Q91686,R008397
Q91700,R730736
Q91706,R699300
Q91712,R894620
Q91724,R249869
Q91738,R556655
Q91747,R444296
Q91748,R396669
Q91750,R012711
Q91751,R940469
Q91753,R492507
Q91756,R165798
Q91757,R937786
Q91758,R145868
Q91760,R962907
Q91762,R856244
Q91773,R289082
Q91776,R371004
Q91784,R258099
Q91787,R377805
Q91790,R372808
Q91796,R826611
Q91811,R853039
Q91815,R527831
Q91817,R815090
Q91829,R090461
Q91832,R346417
Q91844,R412886
Q91846,R290856
Q91850,R042294
Q91853,R758207
Q91860,R673818
Q91861,R199509
Q91869,R368009
Q91870,R747955
Q91876,R461806
Q91885,R230193
Q91894,R454694
Q91914,R290696
Q91916,R103510
Q91919,R544087
Q91921,R809887
Q91924,R623977
Q91932,R689662
Q91935,R176703
Q91945,R232457
Q91955,R158543
Q91957,R300568
Q91959,R808000
Q91968,R919209
Q91983,R981738
Q91984,R235928
Q91987,R160338
Q91989,R124134
Q91992,R852755
Q91993,R237930
Q91995,R865881
Q92001,R167047
Q92003,R966353
Q92004,R928347
Q92005,R389233
Q92008,R326807
Q92013,R116612
Q92016,R626953
Q92018,R045380
Q92020,R755942
Q92022,R459012
Q92028,R151908
Q92034,R814856
Q92035,R475658
Q92036,R655112
Q92044,R296468
Q92046,R119975
Q92047,R413419
Q92048,R622181
Q92051,R772297
Q92054,R741605
Q92055,R013106
Q92058,R292418
Q92067,R559455
Q92074,R888378
Q92083,R256806
Q92084,R629943
Q92097,R452456
Q92099,R755480
Q92100,R271896
Q92110,R176573
Q92122,R760272
Q92133,R223403
Q92137,R985444
Q92140,R614513
Q92141,R617196
Q92145,R878591
Q92146,R099423
Q92150,R018298
Q92152,R612061
Q92153,R631248
Q92155,R907742
Q92195,R124122
Q92197,R627388
Q92201,R187297
Q92211,R846786
Q92222,R937029
Q92231,R462008
Q92233,R623127
Q92260,R664666
Q92265,R509129
Q92271,R231997
Q92278,R896431
Q92283,R433854
Q92284,R637817
Q92287,R854669
Q92289,R822113
Q92298,R142813
Q92314,R632977
Q92329,R691878
Q92331,R034610
Q92335,R689108
Q92336,R907687
Q92338,R191090
Q92343,R992506
Q92345,R200936
Q92346,R032851
Q92349,R939450
Q92351,R097868
Q92352,R111499
Q92364,R865332
Q92367,R172487
Q92370,R689856
Q92371,R651551
Q92374,R480963
Q92376,R634464
Q92385,R130368
Q92388,R098871
Q92389,R418862
Q92408,R609242
Q92410,R450697
Q92415,R306280
Q92427,R430223
Q92429,R450946
Q92434,R519978
Q92435,R374566
Q92436,R270563
Q92439,R295633
Q92446,R159646
Q92455,R361505
Q92457,R290464
Q92464,R548394
Q92466,R340422
Q92470,R882583
Q92473,R219805
Q92476,R854474
Q92477,R032055
Q92484,R613939
Q92486,R854991
Q92498,R870086
Q92501,R935462
Q92503,R497388
Q92512,R975529
Q92517,R286198
Q92522,R664593
Q92523,R303401
Q92524,R111615
Q92531,R394274
Q92533,R071017
Q92534,R868018
Q92540,R631315
Q92541,R203848
Q92543,R146635
Q92569,R615134
Q92577,R277345
Q92584,R890654
Q92587,R982303
Q92592,R582997
Q92595,R980058
Q92597,R744509
Q92603,R416215
Q92604,R403051
Q92609,R299150
Q92616,R583490
Q92620,R407823
Q92621,R498493
Q92623,R537541
Q92626,R501968
Q92628,R520768
Q92629,R527725
Q92630,R663933
Q92632,R981121
Q92640,R814927
Q92653,R650027
Q92655,R300160
Q92670,R936555
Q92674,R219758
Q92678,R770355
Q92681,R488847
Q92686,R776328
Q92687,R053405
Q92699,R145144
Q92707,R439032
Q92719,R218557
Q92721,R405615
Q92722,R666452
Q92725,R899635
Q92732,R243570
Q92733,R271858
Q92736,R351871
Q92737,R666346
Q92742,R026940
Q92745,R667930
Q92751,R465649
Q92755,R343974
Q92756,R981000
Q92759,R427578
Q92769,R883003
Q92771,R109923
Q92781,R538026
Q92790,R586608
Q92792,R654380
Q92795,R752148
Q92804,R301964
Q92805,R191965
Q92816,R409476
Q92820,R677689
Q92822,R081232
Q92827,R484871
Q92828,R239794
Q92833,R240632
Q92834,R319862
Q92840,R663465
Q92845,R419128
Q92849,R231182
Q92851,R924327
Q92858,R494687
Q92859,R408788
Q92860,R214010
Q92861,R050139
Q92862,R703019
Q92863,R997922
Q92867,R271525
Q92869,R141320
Q92872,R512983
Q92880,R000977
Q92883,R534061
Q92884,R618421
Q92889,R829447
Q92895,R573830
Q92898,R519491
Q92901,R903764
Q92908,R074881
Q92915,R070137
Q92918,R066949
Q92925,R029910
Q92928,R283268
Q92932,R456730
Q92933,R360919
Q92943,R261375
Q92945,R329503
Q92947,R940740
Q92962,R452682
Q92964,R386684
Q92970,R186788
Q92972,R195645
Q92976,R309041
Q92977,R416017
Q92987,R045009
Q92996,R640108
Q93022,R124318
Q93026,R243494
Q93029,R299664
Q93039,R734471
Q93057,R706918
Q93058,R149300
Q93060,R903505
Q93062,R786779
Q93071,R071089
Q93078,R381912
Q93079,R950364
Q93092,R382553
Q93097,R978524
Q93101,R837823
Q93117,R692433
Q93121,R253071
Q93130,R294762
Q93132,R890159
Q93135,R326223
Q93136,R362912
Q93150,R746146
Q93158,R506840
Q93159,R872483
Q93169,R625428
Q93176,R855016
Q93184,R328179
Q93186,R415757
Q93187,R442234
Q93192,R903630
Q93198,R571115
Q93201,R024491
Q93216,R940445
Q93220,R510075
Q93222,R413423
Q93229,R695871
Q93232,R680406
Q93233,R653204
Q93237,R171190
Q93239,R914049
Q93244,R302327
Q93246,R155831
Q93248,R464978
Q93253,R935723
Q93256,R169520
Q93257,R976116
Q93264,R663030
Q93267,R843581
Q93275,R138266
Q93280,R414972
Q93288,R735793
Q93293,R821044
Q93296,R160524
Q93301,R022720
Q93323,R687332
Q93324,R660351
Q93326,R981102
Q93333,R198937
Q93335,R541994
Q93336,R010946
Q93359,R111767
Q93363,R964506
Q93365,R924652
Q93368,R376405
Q93374,R090161
Q93376,R684277
Q93380,R221293
Q93382,R963670
Q93387,R611510
Q93389,R952046
Q93393,R761784
Q93397,R994122
Q93398,R811342
Q93399,R021306
Q93400,R319827
Q93403,R814265
Q93404,R405878
Q93406,R537240
Q93407,R858377
Q93408,R026978
Q93412,R511772
Q93422,R673281
Q93423,R154662
Q93425,R518083
Q93432,R554003
Q93435,R322204
Q93438,R804361
Q93460,R782844
Q93463,R316833
Q93465,R727818
Q93467,R474600
Q93481,R222685
Q93493,R431860
Q93499,R899346
Q93512,R348422
Q93519,R905855
Q93525,R497569
Q93527,R572128
Q93531,R267326
Q93533,R147472
Q93541,R392565
Q93544,R161218
Q93545,R895104
Q93551,R047068
Q93557,R284147
Q93564,R316748
Q93570,R254262
Q93571,R094393
Q93597,R607016
Q93608,R291522
Q93623,R463518
Q93628,R944360
Q93629,R133444
Q93630,R376135
Q93634,R678018
Q93639,R140196
Q93644,R310140
Q93647,R904685
Q93650,R317249
Q93658,R807650
Q93661,R545938
Q93663,R118396
Q93666,R223769
Q93674,R957445
Q93675,R787815
Q93676,R216679
Q93679,R756952
Q93685,R700281
Q93711,R510015
Q93717,R803822
Q93738,R569263
Q93739,R965352
Q93756,R863219
Q93759,R447271
Q93766,R117597
Q93779,R491655
Q93787,R637266
Q93796,R104274
Q93798,R298587
Q93806,R525398
Q93810,R788623
Q93812,R110277
Q93826,R726745
Q93843,R977043
Q93845,R289675
Q93854,R306282
Q93868,R459524
Q93869,R616670
Q93878,R870721
Q93879,R067605
Q93881,R479947
Q93882,R016448
Q93885,R753842
Q93892,R125932
Q93893,R128802
Q93894,R489533
Q93903,R809610
Q93906,R878454
Q93918,R124295
Q93923,R517151
Q93924,R070100
Q93929,R145407
Q93934,R185758
Q93937,R892476
Q93938,R232072
Q93939,R663348
Q93944,R839906
Q93948,R597448
Q93952,R976249
Q93960,R753235
Q93962,R549852
Q93968,R960726
Q93969,R686116
Q93970,R364774
Q93971,R791394
Q93974,R466645
Q93988,R887466
Q93992,R243379
Q93997,R112240
Q94008,R088195
Q94012,R373132
Q94019,R553593
Q94021,R704767
Q94022,R846707
Q94029,R239715
Q94033,R741108
Q94040,R701861
Q94045,R987839
Q94051,R845849
Q94056,R827327
Q94058,R009657
Q94059,R845775
Q94061,R498282
Q94067,R118816
Q94068,R602718
Q94070,R682593
Q94073,R748013
Q94078,R568272
Q94080,R694742
Q94083,R175252
Q94087,R375781
Q94093,R913858
Q94094,R078745
Q94098,R001503
Q94102,R887681
Q94109,R578052
Q94110,R141733
Q94112,R348957
Q94115,R743548
Q94117,R879100
Q94118,R726015
Q94122,R601434
Q94123,R307348
Q94124,R596486
Q94130,R622579
Q94142,R287878
Q94153,R820071
Q94155,R517734
Q94167,R329223
Q94169,R099229
Q94172,R171556
Q94175,R207898
Q94182,R866687
Q94186,R944101
Q94190,R149676
Q94196,R317256
Q94197,R673780
Q94198,R155148
Q94204,R844367
Q94205,R081988
Q94208,R134139
Q94223,R262529
Q94224,R565591
Q94225,R948226
Q94227,R627928
Q94229,R357579
Q94239,R044697
Q94242,R669815
Q94243,R831061
Q94246,R315319
Q94251,R340268
Q94252,R839252
Q94263,R000932
Q94264,R255512
Q94267,R824278
Q94268,R148781
Q94272,R216008
Q94273,R645457
Q94274,R434272
Q94282,R314373
Q94289,R296847
Q94298,R136638
Q94304,R586975
Q94310,R800809
Q94315,R765735
Q94316,R876388
Q94320,R613496
Q94323,R363546
Q94328,R520028
Q94340,R208404
Q94351,R560099
Q94352,R332658
Q94353,R016666
Q94354,R970270
Q94356,R263146
Q94358,R551238
Q94365,R459272
Q94369,R073521
Q94370,R730183
Q94374,R326931
Q94376,R119581
Q94383,R677783
Q94385,R633324
Q94395,R287690
Q94399,R363196
Q94406,R080168
Q94411,R135980
Q94415,R664653
Q94418,R866666
Q94430,R989553
Q94434,R316647
Q94435,R649478
Q94440,R672505
Q94452,R124301
Q94453,R225399
Q94456,R981187
Q94468,R071970
Q94477,R930283
Q94480,R899414
Q94487,R776682
Q94497,R089851
Q94507,R262345
Q94516,R280511
Q94517,R007269
Q94519,R902336
Q94546,R064396
Q94549,R799396
Q94551,R199181
Q94553,R462495
Q94562,R162987
Q94565,R012771
Q94567,R233089
Q94574,R445924
Q94578,R625774
Q94581,R327243
Q94588,R526114
Q94605,R097485
Q94611,R634499
Q94613,R332229
Q94623,R736110
Q94627,R017219
Q94632,R730596
Q94637,R659863
Q94639,R064222
Q94640,R077287
Q94642,R266703
Q94650,R205036
Q94653,R427870
Q94655,R232020
Q94656,R316426
Q94672,R707724
Q94677,R215067
Q94678,R212199
Q94685,R530175
Q94687,R387408
Q94688,R442305
Q94694,R505286
Q94695,R622196
Q94696,R651936
Q94697,R888925
Q94698,R850806
Q94706,R068651
Q94715,R885368
Q94717,R410923
Q94720,R370700
Q94730,R806990
Q94732,R036442
Q94733,R337418
Q94736,R141089
Q94740,R800817
Q94745,R280153
Q94747,R348649
Q94752,R915909
Q94767,R411756
Q94782,R548077
Q94784,R613457
Q94787,R465050
Q94798,R068959
Q94804,R430378
Q94806,R078700
Q94820,R524563
Q94821,R749645
Q94824,R564967
Q94827,R110180
Q94830,R112175
Q94837,R556296
Q94838,R679164
Q94848,R152807
Q94859,R187861
Q94863,R619996
Q94877,R642648
Q94878,R218990
Q94885,R169566
Q94886,R209345
Q94888,R163652
Q94895,R610983
Q94902,R880601
Q94903,R171089
Q94905,R634786
Q94906,R750372
Q94910,R170732
Q94913,R609227
Q94916,R035160
Q94924,R291406
Q94928,R283742
Q94941,R204914
Q94946,R760681
Q94949,R406939
Q94951,R772892
Q94955,R556483
Q94957,R163329
Q94968,R846287
Q94970,R090956
Q94974,R592728
Q94976,R865246
Q94977,R954982
Q94978,R999313
Q94979,R952570
Q94984,R619628
Q94990,R253165
Q94993,R358642
Q94994,R759844
Q94995,R812783
Q95006,R013525
Q95012,R099640
Q95014,R296833
Q95025,R076810
Q95026,R974883
Q95033,R201434
Q95035,R403462
Q95036,R229544
Q95042,R926054
Q95043,R119434
Q95047,R057125
Q95049,R837386
Q95056,R732592
Q95068,R591355
Q95069,R568670
Q95075,R710811
Q95078,R685353
Q95080,R557567
Q95086,R294436
Q95104,R259733
Q95108,R588507
Q95110,R637729
Q95117,R030566
Q95120,R623418
Q95125,R165681
Q95132,R653408
Q95134,R395247
Q95137,R060313
Q95140,R760932
Q95147,R843640
Q95156,R851898
Q95177,R645833
Q95186,R403874
Q95190,R177859
Q95195,R410404
Q95217,R119356
Q95222,R278407
Q95225,R726501
Q95226,R260071
Q95227,R354510
Q95229,R518644
Q95231,R106522
Q95234,R211103
Q95247,R819899
Q95251,R742521
Q95252,R279058
Q95256,R563606
Q95257,R109630
Q95274,R016271
Q95283,R408747
Q95287,R487378
Q95288,R843334
Q95290,R039884
Q95295,R883838
Q95300,R489007
Q95311,R928079
Q95319,R530321
Q95321,R666930
Q95322,R812618
Q95329,R992531
Q95342,R513554
Q95345,R469438
Q95346,R915366
Q95351,R371041
Q95362,R086660
Q95374,R948495
Q95377,R268957
Q95379,R467543
Q95381,R112774
Q95385,R615925
Q95388,R829521
Q95390,R378049
Q95391,R079444
Q95394,R399563
Q95396,R902734
Q95399,R432058
Q95403,R296035
Q95407,R129727
Q95424,R117242
Q95435,R323077
Q95437,R796139
Q95439,R405290
Q95440,R562399
Q95442,R520918
Q95445,R643193
Q95456,R731896
Q95460,R157769
Q95471,R258053
Q95482,R297471
Q95500,R757305
Q95502,R436304
Q95507,R585298
Q95517,R296702
Q95520,R583241
Q95522,R119221
Q95528,R495147
Q95559,R683604
Q95561,R525228
Q95572,R669930
Q95578,R961230
Q95585,R435463
Q95589,R727812
Q95601,R015732
Q95602,R922685
Q95604,R760486
Q95607,R013307
Q95608,R446499
Q95610,R094410
Q95615,R834756
Q95619,R141163
Q95620,R093399
Q95625,R762364
Q95630,R464265
Q95632,R169100
Q95634,R610874
Q95635,R924488
Q95639,R014309
Q95646,R762987
Q95648,R890879
Q95651,R256054
Q95653,R085499
Q95659,R156930
Q95660,R843038
Q95663,R268050
Q95668,R696349
Q95676,R656152
Q95688,R100366
Q95691,R737367
Q95700,R502529
Q95706,R351701
Q95707,R348266
Q95710,R636943
Q95719,R193685
Q95724,R473232
Q95726,R211867
Q95728,R772197
Q95734,R356434
Q95741,R507805
Q95742,R757631
Q95743,R363604
Q95756,R887661
Q95757,R554290
Q95759,R089265
Q95762,R316001
Q95765,R021760
Q95767,R889317
Q95768,R039225
Q95772,R508614
Q95774,R407741
Q95776,R181443
Q95778,R511586
Q95784,R322807
Q95785,R769392
Q95794,R464416
Q95795,R111893
Q95798,R006172
Q95799,R579474
Q95804,R586822
Q95808,R495197
Q95813,R995675
Q95822,R066255
Q95827,R908245
Q95837,R955380
Q95839,R711606
Q95844,R447265
Q95845,R807846
Q95853,R368336
Q95854,R626565
Q95859,R606568
Q95869,R887672
Q95879,R326310
Q95881,R013196
Q95890,R115728
Q95896,R681313
Q95903,R027436
Q95905,R844862
Q95906,R451816
Q95911,R372103
Q95915,R271959
Q95926,R386380
Q95933,R156421
Q95937,R081328
Q95938,R733391
Q95941,R296945
Q95948,R595631
Q95955,R213402
Q95962,R396877
Q95978,R275893
Q95984,R775632
Q95988,R395305
Q95994,R411907
Q95995,R741671
Q96000,R914807
Q96003,R934167
Q96005,R362484
Q96008,R117676
Q96013,R143392
Q96018,R808187
Q96021,R084789
Q96048,R323895
Q96049,R937088
Q96050,R132201
Q96054,R503734
Q96055,R120407
Q96057,R097186
Q96060,R145483
Q96062,R664434
Q96069,R191187
Q96071,R893641
Q96075,R816674
Q96079,R130841
Q96080,R457508
Q96087,R169086
Q96089,R910645
Q96096,R271834
Q96098,R392312
Q96100,R328255
Q96103,R136661
Q96104,R639412
Q96105,R491683
Q96109,R476103
Q96111,R836446
Q96114,R309767
Q96119,R233390
Q96124,R081179
Q96154,R547553
Q96159,R558070
Q96169,R774780
Q96170,R573943
Q96173,R981120
Q96179,R934466
Q96188,R778362
Q96195,R305709
Q96197,R589614
Q96199,R491628
Q96202,R066423
Q96203,R772199
Q96214,R208513
Q96217,R929002
Q96220,R025075
Q96222,R737919
Q96238,R564790
Q96250,R274313
Q96253,R728235
Q96271,R910862
Q96287,R512525
Q96289,R076468
Q96296,R535308
Q96299,R475018
Q96303,R460772
Q96326,R968869
Q96327,R401109
Q96331,R852037
Q96335,R210198
Q96342,R028806
Q96345,R794278
Q96346,R724115
Q96347,R513170
Q96355,R824275
Q96361,R473539
Q96364,R286033
Q96367,R772824
Q96376,R333647
Q96380,R271630
Q96387,R945195
Q96390,R382678
Q96392,R032592
Q96398,R284748
Q96403,R128531
Q96404,R553682
Q96407,R017157
Q96408,R552107
Q96413,R371493
Q96425,R475079
Q96428,R546757
Q96439,R048695
Q96449,R775545
Q96453,R252172
Q96460,R647067
Q96467,R149001
Q96469,R287144
Q96471,R563745
Q96472,R474138
Q96476,R767800
Q96481,R222908
Q96483,R840854
Q96484,R381156
Q96488,R381928
Q96494,R347304
Q96495,R258187
Q96496,R134763
Q96497,R538252
Q96502,R281292
Q96508,R810612
Q96510,R160585
Q96512,R732642
Q96513,R100216
Q96519,R911443
Q96527,R191864
Q96529,R995473
Q96534,R555257
Q96535,R045988
Q96536,R819598
Q96539,R189259
Q96542,R855766
Q96544,R730288
Q96546,R657244
Q96556,R734812
Q96567,R199650
Q96571,R786808
Q96582,R171084
Q96584,R772006
Q96587,R147075
Q96594,R989767
Q96595,R821755
Q96598,R021705
Q96623,R273596
Q96624,R268464
Q96626,R564469
Q96627,R857331
Q96632,R542415
Q96638,R278427
Q96639,R998452
Q96642,R943442
Q96647,R213218
Q96650,R246066
Q96652,R242437
Q96654,R971799
Q96661,R244294
Q96666,R988332
Q96667,R051761
Q96672,R882375
Q96677,R580792
Q96678,R889037
Q96680,R132960
Q96681,R313623
Q96682,R942354
Q96683,R189119
Q96693,R223596
Q96697,R596379
Q96698,R853700
Q96703,R205486
Q96708,R819549
Q96709,R102824
